trace,benchmark,weight,config,label,instructions,cycles,ipc,mpki,dir_mpki,cycwpki,accuracy,rv_delivered_pct,speedup,mpki_reduction_pct,dir_mpki_reduction_pct,cycwpki_reduction_pct
729.abc_r.sp0,729.abc_r,0.8523,cbp_runlts,RUNLTS (no RV),200000002,161516444,1.238264,10.7600,10.7629,593.132,93.1400,0.00,1.005743,2.1818,2.1115,1.0653
729.abc_r.sp0,729.abc_r,0.8523,cbp_runlts_rv,RUNLTS (load RV),200000002,161516060,1.238267,10.7600,10.7614,593.092,93.1400,32.16,1.005745,2.1818,2.1248,1.0720
729.abc_r.sp0,729.abc_r,0.8523,cbp_perfdir,Perfect direction,200000003,111880480,1.787622,0.0006,0.0000,0.190,100.0000,0.00,1.451943,99.9943,100.0000,99.9683
729.abc_r.sp0,729.abc_r,0.8523,cbp_perfall,Perfect direction+target,200000002,111840828,1.788256,0.0000,0.0000,0.000,100.0000,0.00,1.452457,100.0000,100.0000,100.0000
729.abc_r.sp2,729.abc_r,0.1420,cbp_tagescl64,TAGE-SC-L 64KB,200000004,163086105,1.226346,8.6040,8.6037,580.746,94.6900,0.00,1.000000,0.0000,0.0000,0.0000
729.abc_r.sp2,729.abc_r,0.1420,cbp_tagescl192,TAGE-SC-L 192KB,200000004,162056739,1.234136,8.3710,8.3709,573.233,94.8400,0.00,1.006352,2.7080,2.7066,1.2937
729.abc_r.sp2,729.abc_r,0.1420,cbp_ddtage,DD-TAGE (Ros),200000004,162115372,1.233689,8.3790,8.3786,574.251,94.8300,0.00,1.005988,2.6151,2.6166,1.1185
729.abc_r.sp2,729.abc_r,0.1420,cbp_runlts,RUNLTS (no RV),200000003,161760873,1.236393,8.2960,8.2954,571.335,94.8800,0.00,1.008193,3.5797,3.5837,1.6206
729.abc_r.sp2,729.abc_r,0.1420,cbp_runlts_rv,RUNLTS (load RV),200000004,161794060,1.236139,8.3010,8.3001,571.620,94.8800,32.33,1.007986,3.5216,3.5290,1.5714
729.abc_r.sp2,729.abc_r,0.1420,cbp_perfdir,Perfect direction,200000002,120870194,1.654668,0.0008,0.0000,0.272,100.0000,0.00,1.349266,99.9903,100.0000,99.9531
729.abc_r.sp2,729.abc_r,0.1420,cbp_perfall,Perfect direction+target,200000002,120879324,1.654543,0.0000,0.0000,0.000,100.0000,0.00,1.349165,100.0000,100.0000,100.0000
734.vpr_r.sp0,734.vpr_r,0.1221,cbp_tagescl64,TAGE-SC-L 64KB,200000000,94485461,2.116728,2.1920,1.2220,185.636,99.0200,0.00,1.000000,0.0000,0.0000,0.0000
734.vpr_r.sp0,734.vpr_r,0.1221,cbp_tagescl192,TAGE-SC-L 192KB,200000000,94198476,2.123177,2.1080,1.1347,182.222,99.0500,0.00,1.003047,3.8321,7.1381,1.8389
734.vpr_r.sp0,734.vpr_r,0.1221,cbp_ddtage,DD-TAGE (Ros),200000002,94212093,2.122870,2.1060,1.1328,182.388,99.0500,0.00,1.002902,3.9234,7.2968,1.7495
734.vpr_r.sp0,734.vpr_r,0.1221,cbp_runlts,RUNLTS (no RV),200000000,93904710,2.129819,2.0060,1.0324,177.965,99.1000,0.00,1.006184,8.4854,15.5118,4.1324
734.vpr_r.sp0,734.vpr_r,0.1221,cbp_runlts_rv,RUNLTS (load RV),200000000,93946244,2.128877,2.0180,1.0441,178.637,99.0900,35.30,1.005740,7.9380,14.5585,3.7703
734.vpr_r.sp0,734.vpr_r,0.1221,cbp_perfdir,Perfect direction,200000000,91199068,2.193005,1.0450,0.0000,130.429,99.5300,0.00,1.036035,52.3266,100.0000,29.7391
734.vpr_r.sp0,734.vpr_r,0.1221,cbp_perfall,Perfect direction+target,200000002,84887948,2.356047,0.0000,0.0000,0.000,100.0000,0.00,1.113061,100.0000,100.0000,100.0000
734.vpr_r.sp1,734.vpr_r,0.8382,cbp_tagescl64,TAGE-SC-L 64KB,200000003,371639775,0.538156,3.4560,0.3590,270.854,98.4200,0.00,1.000000,0.0000,0.0000,0.0000
734.vpr_r.sp1,734.vpr_r,0.8382,cbp_tagescl192,TAGE-SC-L 192KB,200000003,371699255,0.538069,3.4230,0.3256,268.280,98.4300,0.00,0.999840,0.9549,9.3072,0.9500
734.vpr_r.sp1,734.vpr_r,0.8382,cbp_ddtage,DD-TAGE (Ros),200000003,371576828,0.538247,3.4130,0.3147,266.526,98.4400,0.00,1.000169,1.2442,12.3418,1.5980
734.vpr_r.sp1,734.vpr_r,0.8382,cbp_runlts,RUNLTS (no RV),200000003,371633500,0.538165,3.4050,0.3067,263.572,98.4400,0.00,1.000017,1.4757,14.5839,2.6883
734.vpr_r.sp1,734.vpr_r,0.8382,cbp_runlts_rv,RUNLTS (load RV),200000003,371591198,0.538226,3.4040,0.3058,263.412,98.4400,30.80,1.000131,1.5046,14.8304,2.7476
734.vpr_r.sp1,734.vpr_r,0.8382,cbp_perfdir,Perfect direction,200000003,369954525,0.540607,3.1020,0.0000,212.132,98.5800,0.00,1.004555,10.2431,100.0000,21.6803
734.vpr_r.sp1,734.vpr_r,0.8382,cbp_perfall,Perfect direction+target,200000003,356264715,0.561380,0.0000,0.0000,0.000,100.0000,0.00,1.043156,100.0000,100.0000,100.0000
735.gem5_r.sp1,735.gem5_r,0.9171,cbp_tagescl64,TAGE-SC-L 64KB,200000004,136942617,1.460466,2.6920,0.3375,331.955,98.6200,0.00,1.000000,0.0000,0.0000,0.0000
735.gem5_r.sp1,735.gem5_r,0.9171,cbp_tagescl192,TAGE-SC-L 192KB,200000004,136543131,1.464739,2.6310,0.2763,326.798,98.6500,0.00,1.002926,2.2660,18.1231,1.5537
735.gem5_r.sp1,735.gem5_r,0.9171,cbp_ddtage,DD-TAGE (Ros),200000004,136463216,1.465596,2.6170,0.2626,325.499,98.6500,0.00,1.003513,2.7860,22.1886,1.9451
735.gem5_r.sp1,735.gem5_r,0.9171,cbp_runlts,RUNLTS (no RV),200000004,136384898,1.466438,2.6010,0.2462,323.533,98.6600,0.00,1.004089,3.3804,27.0306,2.5372
735.gem5_r.sp1,735.gem5_r,0.9171,cbp_runlts_rv,RUNLTS (load RV),200000004,136377812,1.466514,2.6030,0.2484,323.607,98.6600,37.68,1.004141,3.3061,26.4038,2.5151
735.gem5_r.sp1,735.gem5_r,0.9171,cbp_perfdir,Perfect direction,200000004,134810898,1.483560,2.3590,0.0000,299.305,98.7900,0.00,1.015813,12.3700,100.0000,9.8359
735.gem5_r.sp1,735.gem5_r,0.9171,cbp_perfall,Perfect direction+target,200000004,125305506,1.596099,0.0000,0.0000,0.000,100.0000,0.00,1.092870,100.0000,100.0000,100.0000
750.sealcrypto_r.sp0,750.sealcrypto_r,0.4397,cbp_tagescl64,TAGE-SC-L 64KB,200000000,96400824,2.074671,0.0795,0.0787,6.517,99.7000,0.00,1.000000,0.0000,0.0000,0.0000
750.sealcrypto_r.sp0,750.sealcrypto_r,0.4397,cbp_tagescl192,TAGE-SC-L 192KB,200000000,96244213,2.078047,0.0103,0.0095,1.597,99.9600,0.00,1.001627,87.0457,87.8969,75.4979
750.sealcrypto_r.sp0,750.sealcrypto_r,0.4397,cbp_ddtage,DD-TAGE (Ros),200000000,96307514,2.076681,0.0375,0.0367,4.305,99.8600,0.00,1.000969,52.8235,53.3274,33.9400
750.sealcrypto_r.sp0,750.sealcrypto_r,0.4397,cbp_runlts,RUNLTS (no RV),200000000,96246249,2.078003,0.0110,0.0102,1.656,99.9600,0.00,1.001606,86.1904,87.0333,74.5895
750.sealcrypto_r.sp0,750.sealcrypto_r,0.4397,cbp_runlts_rv,RUNLTS (load RV),200000000,96246249,2.078003,0.0110,0.0102,1.656,99.9600,14.01,1.001606,86.1904,87.0333,74.5895
750.sealcrypto_r.sp0,750.sealcrypto_r,0.4397,cbp_perfdir,Perfect direction,200000000,96158933,2.079890,0.0011,0.0000,0.247,100.0000,0.00,1.002516,98.6605,100.0000,96.2137
750.sealcrypto_r.sp0,750.sealcrypto_r,0.4397,cbp_perfall,Perfect direction+target,200000000,96186294,2.079298,0.0000,0.0000,0.000,100.0000,0.00,1.002230,100.0000,100.0000,100.0000
750.sealcrypto_r.sp1,750.sealcrypto_r,0.2519,cbp_tagescl64,TAGE-SC-L 64KB,200000003,106499199,1.877948,0.2478,0.2463,18.107,99.0800,0.00,1.000000,0.0000,0.0000,0.0000
750.sealcrypto_r.sp1,750.sealcrypto_r,0.2519,cbp_tagescl192,TAGE-SC-L 192KB,200000003,106055764,1.885800,0.0766,0.0751,5.879,99.7200,0.00,1.004181,69.0799,69.4880,67.5326
750.sealcrypto_r.sp1,750.sealcrypto_r,0.2519,cbp_ddtage,DD-TAGE (Ros),200000003,106211199,1.883041,0.1305,0.1291,11.729,99.5200,0.00,1.002712,47.3366,47.5962,35.2215
750.sealcrypto_r.sp1,750.sealcrypto_r,0.2519,cbp_runlts,RUNLTS (no RV),200000003,106064579,1.885644,0.0718,0.0703,5.726,99.7300,0.00,1.004098,71.0291,71.4532,68.3766
750.sealcrypto_r.sp1,750.sealcrypto_r,0.2519,cbp_runlts_rv,RUNLTS (load RV),200000003,106043199,1.886024,0.0695,0.0680,5.578,99.7400,15.49,1.004300,71.9653,72.3973,69.1949
750.sealcrypto_r.sp1,750.sealcrypto_r,0.2519,cbp_perfdir,Perfect direction,200000003,105839774,1.889649,0.0019,0.0000,0.439,99.9900,0.00,1.006230,99.2191,100.0000,97.5755
750.sealcrypto_r.sp1,750.sealcrypto_r,0.2519,cbp_perfall,Perfect direction+target,200000003,105815634,1.890080,0.0000,0.0000,0.000,100.0000,0.00,1.006460,100.0000,100.0000,100.0000
750.sealcrypto_r.sp2,750.sealcrypto_r,0.3084,cbp_tagescl64,TAGE-SC-L 64KB,200000003,99108484,2.017991,0.0079,0.0057,1.532,99.9800,0.00,1.000000,0.0000,0.0000,0.0000
750.sealcrypto_r.sp2,750.sealcrypto_r,0.3084,cbp_tagescl192,TAGE-SC-L 192KB,200000003,99117814,2.017801,0.0076,0.0054,1.494,99.9800,0.00,0.999906,3.3037,4.3210,2.5137
750.sealcrypto_r.sp2,750.sealcrypto_r,0.3084,cbp_ddtage,DD-TAGE (Ros),200000003,99120484,2.017746,0.0077,0.0055,1.526,99.9800,0.00,0.999879,2.1601,2.7337,0.4073
750.sealcrypto_r.sp2,750.sealcrypto_r,0.3084,cbp_runlts,RUNLTS (no RV),200000003,99114544,2.017867,0.0070,0.0048,1.431,99.9800,0.00,0.999939,10.8640,14.8148,6.5876
750.sealcrypto_r.sp2,750.sealcrypto_r,0.3084,cbp_runlts_rv,RUNLTS (load RV),200000003,99114544,2.017867,0.0070,0.0048,1.431,99.9800,16.87,0.999939,10.8640,14.8148,6.5876
750.sealcrypto_r.sp2,750.sealcrypto_r,0.3084,cbp_perfdir,Perfect direction,200000003,99078704,2.018597,0.0030,0.0000,0.636,99.9900,0.00,1.000301,61.8806,100.0000,58.4929
750.sealcrypto_r.sp2,750.sealcrypto_r,0.3084,cbp_perfall,Perfect direction+target,200000003,99020934,2.019775,0.0000,0.0000,0.000,100.0000,0.00,1.000884,100.0000,100.0000,100.0000
753.ns3_r.sp0,753.ns3_r,0.5847,cbp_tagescl64,TAGE-SC-L 64KB,200000000,123090582,1.624820,3.5160,0.5935,266.322,98.2500,0.00,1.000000,0.0000,0.0000,0.0000
753.ns3_r.sp0,753.ns3_r,0.5847,cbp_tagescl192,TAGE-SC-L 192KB,200000000,122345033,1.634721,3.3460,0.4200,257.457,98.3300,0.00,1.006094,4.8350,29.2254,3.3285
753.ns3_r.sp0,753.ns3_r,0.5847,cbp_ddtage,DD-TAGE (Ros),200000000,122332860,1.634884,3.3460,0.4204,257.495,98.3300,0.00,1.006194,4.8350,29.1597,3.3143
753.ns3_r.sp0,753.ns3_r,0.5847,cbp_runlts,RUNLTS (no RV),200000000,122255109,1.635923,3.3270,0.4012,256.613,98.3400,0.00,1.006834,5.3754,32.4066,3.6454
753.ns3_r.sp0,753.ns3_r,0.5847,cbp_runlts_rv,RUNLTS (load RV),200000000,122293433,1.635411,3.3330,0.4072,257.042,98.3400,37.64,1.006518,5.2048,31.3973,3.4844
753.ns3_r.sp0,753.ns3_r,0.5847,cbp_perfdir,Perfect direction,200000000,120370794,1.661533,2.9300,0.0000,229.538,98.5400,0.00,1.022595,16.6667,100.0000,13.8117
753.ns3_r.sp0,753.ns3_r,0.5847,cbp_perfall,Perfect direction+target,200000004,109658245,1.823848,0.0000,0.0000,0.000,100.0000,0.00,1.122493,100.0000,100.0000,100.0000
753.ns3_r.sp1,753.ns3_r,0.1262,cbp_tagescl64,TAGE-SC-L 64KB,200000003,118009756,1.694775,2.9940,0.3373,229.482,98.5100,0.00,1.000000,0.0000,0.0000,0.0000
753.ns3_r.sp1,753.ns3_r,0.1262,cbp_tagescl192,TAGE-SC-L 192KB,200000003,117576863,1.701015,2.9010,0.2424,223.890,98.5500,0.00,1.003682,3.1062,28.1165,2.4367
753.ns3_r.sp1,753.ns3_r,0.1262,cbp_ddtage,DD-TAGE (Ros),200000003,117501139,1.702111,2.8860,0.2275,222.393,98.5600,0.00,1.004329,3.6072,32.5536,3.0889
753.ns3_r.sp1,753.ns3_r,0.1262,cbp_runlts,RUNLTS (no RV),200000003,117450831,1.702840,2.8730,0.2141,221.995,98.5700,0.00,1.004759,4.0414,36.5162,3.2625
753.ns3_r.sp1,753.ns3_r,0.1262,cbp_runlts_rv,RUNLTS (load RV),200000003,117464139,1.702647,2.8770,0.2180,222.125,98.5600,37.69,1.004645,3.9078,35.3702,3.2059
753.ns3_r.sp1,753.ns3_r,0.1262,cbp_perfdir,Perfect direction,200000003,116421529,1.717895,2.6610,0.0000,205.669,98.6700,0.00,1.013642,11.1222,100.0000,10.3766
753.ns3_r.sp1,753.ns3_r,0.1262,cbp_perfall,Perfect direction+target,200000003,106911555,1.870705,0.0000,0.0000,0.000,100.0000,0.00,1.103807,100.0000,100.0000,100.0000
753.ns3_r.sp2,753.ns3_r,0.2891,cbp_tagescl64,TAGE-SC-L 64KB,200000003,124273574,1.609353,3.6640,0.6575,278.940,98.1700,0.00,1.000000,0.0000,0.0000,0.0000
753.ns3_r.sp2,753.ns3_r,0.2891,cbp_tagescl192,TAGE-SC-L 192KB,200000003,123541663,1.618887,3.5050,0.4941,271.401,98.2500,0.00,1.005924,4.3395,24.8464,2.7028
753.ns3_r.sp2,753.ns3_r,0.2891,cbp_ddtage,DD-TAGE (Ros),200000003,123542104,1.618881,3.5090,0.4992,271.560,98.2500,0.00,1.005921,4.2303,24.0700,2.6456
753.ns3_r.sp2,753.ns3_r,0.2891,cbp_runlts,RUNLTS (no RV),200000003,123469411,1.619834,3.4880,0.4769,271.071,98.2600,0.00,1.006513,4.8035,27.4662,2.8208
753.ns3_r.sp2,753.ns3_r,0.2891,cbp_runlts_rv,RUNLTS (load RV),200000003,123487865,1.619592,3.4910,0.4806,271.213,98.2600,37.64,1.006363,4.7216,26.9065,2.7702
753.ns3_r.sp2,753.ns3_r,0.2891,cbp_perfdir,Perfect direction,200000003,121220675,1.649884,3.0170,0.0000,238.937,98.4900,0.00,1.025185,17.6583,100.0000,14.3409
753.ns3_r.sp2,753.ns3_r,0.2891,cbp_perfall,Perfect direction+target,200000003,110473921,1.810382,0.0000,0.0000,0.000,100.0000,0.00,1.124913,100.0000,100.0000,100.0000
777.zstd_r.sp0,777.zstd_r,0.6408,cbp_tagescl64,TAGE-SC-L 64KB,200000000,171361878,1.167121,4.3520,3.9132,549.518,96.0800,0.00,1.000000,0.0000,0.0000,0.0000
777.zstd_r.sp0,777.zstd_r,0.6408,cbp_tagescl192,TAGE-SC-L 192KB,200000002,171290418,1.167608,4.3320,3.8929,548.723,96.0900,0.00,1.000417,0.4596,0.5186,0.1447
777.zstd_r.sp0,777.zstd_r,0.6408,cbp_ddtage,DD-TAGE (Ros),200000002,171356740,1.167156,4.3360,3.8972,549.014,96.0900,0.00,1.000030,0.3676,0.4076,0.0918
777.zstd_r.sp0,777.zstd_r,0.6408,cbp_runlts,RUNLTS (no RV),200000002,171347288,1.167220,4.3270,3.8883,549.021,96.1000,0.00,1.000085,0.5744,0.6363,0.0904
777.zstd_r.sp0,777.zstd_r,0.6408,cbp_runlts_rv,RUNLTS (load RV),200000000,171284368,1.167649,4.3260,3.8866,548.818,96.1000,16.87,1.000453,0.5974,0.6808,0.1275
777.zstd_r.sp0,777.zstd_r,0.6408,cbp_perfdir,Perfect direction,200000001,149233628,1.340181,0.5417,0.0000,223.339,99.5100,0.00,1.148279,87.5528,100.0000,59.3574
777.zstd_r.sp0,777.zstd_r,0.6408,cbp_perfall,Perfect direction+target,200000002,147554184,1.355434,0.0000,0.0000,0.000,100.0000,0.00,1.161349,100.0000,100.0000,100.0000
777.zstd_r.sp1,777.zstd_r,0.2927,cbp_tagescl64,TAGE-SC-L 64KB,200000000,171045784,1.169278,4.3840,3.9101,560.165,96.0300,0.00,1.000000,0.0000,0.0000,0.0000
777.zstd_r.sp1,777.zstd_r,0.2927,cbp_tagescl192,TAGE-SC-L 192KB,200000000,170953884,1.169906,4.3690,3.8946,559.377,96.0500,0.00,1.000538,0.3422,0.3970,0.1406
777.zstd_r.sp1,777.zstd_r,0.2927,cbp_ddtage,DD-TAGE (Ros),200000000,170966537,1.169820,4.3750,3.9009,559.578,96.0400,0.00,1.000464,0.2053,0.2353,0.1048
777.zstd_r.sp1,777.zstd_r,0.2927,cbp_runlts,RUNLTS (no RV),200000000,171014537,1.169491,4.3660,3.8908,559.700,96.0500,0.00,1.000183,0.4106,0.4935,0.0831
777.zstd_r.sp1,777.zstd_r,0.2927,cbp_runlts_rv,RUNLTS (load RV),200000000,170971034,1.169789,4.3650,3.8900,559.588,96.0500,16.94,1.000437,0.4334,0.5161,0.1030
777.zstd_r.sp1,777.zstd_r,0.2927,cbp_perfdir,Perfect direction,200000000,147308942,1.357691,0.6042,0.0000,244.700,99.4500,0.00,1.161136,86.2181,100.0000,56.3165
777.zstd_r.sp1,777.zstd_r,0.2927,cbp_perfall,Perfect direction+target,200000000,144742442,1.381765,0.0000,0.0000,0.000,100.0000,0.00,1.181725,100.0000,100.0000,100.0000
777.zstd_r.sp2,777.zstd_r,0.0665,cbp_tagescl64,TAGE-SC-L 64KB,200000000,88722423,2.254222,1.4450,1.4424,133.641,98.6100,0.00,1.000000,0.0000,0.0000,0.0000
777.zstd_r.sp2,777.zstd_r,0.0665,cbp_tagescl192,TAGE-SC-L 192KB,200000000,88701914,2.254743,1.4430,1.4397,133.549,98.6100,0.00,1.000231,0.1384,0.1855,0.0693
777.zstd_r.sp2,777.zstd_r,0.0665,cbp_ddtage,DD-TAGE (Ros),200000000,88687360,2.255113,1.4450,1.4418,133.597,98.6100,0.00,1.000395,0.0000,0.0447,0.0328
777.zstd_r.sp2,777.zstd_r,0.0665,cbp_runlts,RUNLTS (no RV),200000000,88688314,2.255089,1.4350,1.4323,133.655,98.6200,0.00,1.000385,0.6920,0.7026,-0.0101
777.zstd_r.sp2,777.zstd_r,0.0665,cbp_runlts_rv,RUNLTS (load RV),200000000,88692045,2.254994,1.4350,1.4321,133.706,98.6200,15.75,1.000343,0.6920,0.7169,-0.0488
777.zstd_r.sp2,777.zstd_r,0.0665,cbp_perfdir,Perfect direction,200000003,84264311,2.373484,0.0036,0.0000,0.229,100.0000,0.00,1.052906,99.7540,100.0000,99.8288
777.zstd_r.sp2,777.zstd_r,0.0665,cbp_perfall,Perfect direction+target,200000003,84271661,2.373277,0.0000,0.0000,0.000,100.0000,0.00,1.052814,100.0000,100.0000,100.0000
